QuantityType	SBMLReactionID	SBMLSpeciesID	Value	Mean	Std	Unit	Provenance	Type	Source	logMean	logStd	Temperature	pH	Minimum	Maximum
catalytic rate constant geometric mean	re33		1.3933696509575972	1.3933696509575972	0.5609922569992447	1/s									
Michaelis constant	re12	G6P	0.009195209890662042	0.009195209890662042	0.0016785417690874445	mM									
Michaelis constant	re15	G6P	0.009195209890663405	0.009195209890663405	0.0016785417690876935	mM									
Michaelis constant	re13	ATP	0.008249542954821509	0.008249542954821509	0.0014997606964903176	mM									
Michaelis constant	re14	ATP	0.008249542954826031	0.008249542954826031	0.0014997606964911394	mM									
Michaelis constant	re16	ATP	0.008249542954825759	0.008249542954825759	0.0014997606964910902	mM									
Michaelis constant	re20	ATP	0.00824954295482828	0.00824954295482828	0.0014997606964915484	mM									
Michaelis constant	re21	ATP	0.008249542954827004	0.008249542954827004	0.0014997606964913166	mM									
Michaelis constant	re25	ATP	0.008249542954826859	0.008249542954826859	0.0014997606964912895	mM									
Michaelis constant	re13	ADP	0.012121883666474166	0.012121883666474166	0.0022037493216252053	mM									
Michaelis constant	re14	ADP	0.012121883666476341	0.012121883666476341	0.002203749321625601	mM									
Michaelis constant	re16	ADP	0.012121883666473843	0.012121883666473843	0.002203749321625147	mM									
Michaelis constant	re20	ADP	0.012121883666472884	0.012121883666472884	0.0022037493216249733	mM									
Michaelis constant	re21	ADP	0.01212188366647549	0.01212188366647549	0.002203749321625447	mM									
Michaelis constant	re25	ADP	0.012121883666476416	0.012121883666476416	0.002203749321625615	mM									
Michaelis constant	re13	Pint	0.05443646474490359	0.05443646474490359	0.009665468013026122	mM									
Michaelis constant	re14	Pint	0.05443646474485642	0.05443646474485642	0.009665468013017745	mM									
Michaelis constant	re18	Pint	0.054436464744917416	0.054436464744917416	0.00966546801302858	mM									
Michaelis constant	re33	Pint	0.05443646474491024	0.05443646474491024	0.009665468013027305	mM									
Michaelis constant	re15	F6P	0.018831299963534966	0.018831299963534966	0.0033946427640239533	mM									
Michaelis constant	re16	F6P	0.01883129996352953	0.01883129996352953	0.0033946427640229736	mM									
Michaelis constant	re28	F6P	0.018831299963536177	0.018831299963536177	0.003394642764024172	mM									
Michaelis constant	re33	F6P	0.018831299963530675	0.018831299963530675	0.00339464276402318	mM									
Michaelis constant	re16	FBP	0.006395158148269491	0.006395158148269491	0.0011611727640967909	mM									
Michaelis constant	re17	FBP	0.006395158148270258	0.006395158148270258	0.0011611727640969299	mM									
Michaelis constant	re33	FBP	0.006395158148270917	0.006395158148270917	0.0011611727640970496	mM									
Michaelis constant	re17	G3P	0.014480607391373829	0.014480607391373829	0.0025620677850764872	mM									
Michaelis constant	re18	G3P	0.01448060739138561	0.01448060739138561	0.0025620677850785715	mM									
Michaelis constant	re18	BPG	0.0056779713431323086	0.0056779713431323086	0.0010391707007311284	mM									
Michaelis constant	re20	BPG	0.005677971343135486	0.005677971343135486	0.0010391707007317097	mM									
Michaelis constant	re12	PEP	0.011158978175901259	0.011158978175901259	0.002013895856703915	mM									
Michaelis constant	re20	PEP	0.011158978175888573	0.011158978175888573	0.002013895856701625	mM									
Michaelis constant	re21	PEP	0.011158978175893954	0.011158978175893954	0.0020138958567025972	mM									
Michaelis constant	re30	PEP	0.011158978175896948	0.011158978175896948	0.0020138958567031367	mM									
Michaelis constant	re18	NAD	0.008962406284230198	0.008962406284230198	0.0016169976624658493	mM									
Michaelis constant	re22	NAD	0.008962406284153039	0.008962406284153039	0.0016169976624519264	mM									
Michaelis constant	re24	NAD	0.008962406284097706	0.008962406284097706	0.0016169976624419435	mM									
Michaelis constant	re27	NAD	0.008962406284187697	0.008962406284187697	0.0016169976624581795	mM									
Michaelis constant	re28	NAD	0.008962406284191279	0.008962406284191279	0.001616997662458826	mM									
Michaelis constant	re18	NADH	0.011157717785769083	0.011157717785769083	0.0020130758421193226	mM									
Michaelis constant	re22	NADH	0.011157717785756268	0.011157717785756268	0.0020130758421170133	mM									
Michaelis constant	re24	NADH	0.011157717785767407	0.011157717785767407	0.002013075842119021	mM									
Michaelis constant	re27	NADH	0.011157717785744614	0.011157717785744614	0.0020130758421149086	mM									
Michaelis constant	re28	NADH	0.011157717785747161	0.011157717785747161	0.00201307584211537	mM									
Michaelis constant	re12	PYR	0.061550056160891924	0.061550056160891924	0.010939228242199693	mM									
Michaelis constant	re21	PYR	0.06155005616075974	0.06155005616075974	0.010939228242176201	mM									
Michaelis constant	re22	PYR	0.06155005616081068	0.06155005616081068	0.010939228242185255	mM									
Michaelis constant	re23	PYR	0.061550056160863224	0.061550056160863224	0.010939228242194595	mM									
Michaelis constant	re26	PYR	0.06155005616084496	0.06155005616084496	0.010939228242191347	mM									
Michaelis constant	re30	PYR	0.06155005616083001	0.06155005616083001	0.01093922824218869	mM									
Michaelis constant	re23	AcetCoA	0.006377610940872253	0.006377610940872253	0.0011625298463325108	mM									
Michaelis constant	re24	AcetCoA	0.006377610940877011	0.006377610940877011	0.0011625298463333782	mM									
Michaelis constant	re25	AcetCoA	0.006377610940878104	0.006377610940878104	0.0011625298463335775	mM									
Michaelis constant	re26	Acetoin	0.009555941174706045	0.009555941174706045	0.0017318499381237928	mM									
Michaelis constant	re27	Acetoin	0.009555941174706843	0.009555941174706843	0.0017318499381239374	mM									
Michaelis constant	re31	Acetoin	0.009555941174702301	0.009555941174702301	0.0017318499381231145	mM									
Michaelis constant	re29	Mannitol	0.008980926847113877	0.008980926847113877	0.0016374432042485963	mM									
Michaelis constant	re32	Mannitol	0.008980926847110255	0.008980926847110255	0.0016374432042479362	mM									
Michaelis constant	re28	Mannitol1Phosphate	0.011388363932662479	0.011388363932662479	0.002062253389337293	mM									
Michaelis constant	re29	Mannitol1Phosphate	0.011388363932671482	0.011388363932671482	0.002062253389338923	mM									
Michaelis constant	re30	Mannitol1Phosphate	0.011388363932664411	0.011388363932664411	0.002062253389337642	mM									
Michaelis constant	re23	CoA	0.01567985267948578	0.01567985267948578	0.0028581700726175007	mM									
Michaelis constant	re24	CoA	0.015679852679493053	0.015679852679493053	0.002858170072618826	mM									
Michaelis constant	re25	CoA	0.015679852679485726	0.015679852679485726	0.0028581700726174907	mM									
Michaelis constant	re14	Pext	0.0066051532501122685	0.0066051532501122685	0.001222447118011668	mM									
Michaelis constant	re22	Lactate	0.007334519384013872	0.007334519384013872	0.0013546079369737764	mM									
Michaelis constant	re24	Ethanol	0.010939623869334402	0.010939623869334402	0.0020277385087437757	mM									
Michaelis constant	re25	Acetate	0.010968671389374173	0.010968671389374173	0.002027718176344008	mM									
Michaelis constant	re27	Butanediol	0.007892522248438378	0.007892522248438378	0.001457636186155208	mM									
Michaelis constant	re12	Glucose	0.009273673199615046	0.009273673199615046	0.0017130219923873124	mM									
Michaelis constant	re31	Acetoin_Ext	0.007664274204604167	0.007664274204604167	0.0014139156777017929	mM									
Michaelis constant	re30	Mannitol_Ext	0.009251298310926168	0.009251298310926168	0.0016889206336535908	mM									
Michaelis constant	re32	Mannitol_Ext	0.00925129831093316	0.00925129831093316	0.0016889206336548673	mM									
Michaelis constant	re23	Formate	0.0076526955832370335	0.0076526955832370335	0.0014138434927209482	mM									
concentration		G6P	0.10419426674872473	0.10419426674872473	0.09931195683801072	mM									
concentration		ATP	0.10083340789073142	0.10083340789073142	0.09014502075998738	mM									
concentration		ADP	0.0991749564648718	0.0991749564648718	0.08866236594011308	mM									
concentration		Pint	0.07334879481084619	0.07334879481084619	0.06350040586330176	mM									
concentration		F6P	0.08521464085727336	0.08521464085727336	0.07792270443570798	mM									
concentration		FBP	0.10364423370715815	0.10364423370715815	0.09692090286956108	mM									
concentration		G3P	0.10450752739470943	0.10450752739470943	0.09336369712502808	mM									
concentration		BPG	0.11740356588255842	0.11740356588255842	0.11207568387541438	mM									
concentration		PEP	0.09254613430853692	0.09254613430853692	0.08474075902693809	mM									
concentration		NAD	0.11776828139434091	0.11776828139434091	0.10244341046501268	mM									
concentration		NADH	0.0849137706645483	0.0849137706645483	0.07386416919164006	mM									
concentration		PYR	0.06114083284909992	0.06114083284909992	0.0509210594580273	mM									
concentration		AcetCoA	0.1051779801675368	0.1051779801675368	0.09887342750230795	mM									
concentration		Acetoin	0.0945665935958969	0.0945665935958969	0.08827050605767425	mM									
concentration		Mannitol	0.1042855412814755	0.1042855412814755	0.09929870800644112	mM									
concentration		Mannitol1Phosphate	0.09509615482597225	0.09509615482597225	0.08871178532423367	mM									
concentration		CoA	0.09507835025767673	0.09507835025767673	0.08937918712897078	mM									
concentration		Pext	0.10877207233487515	0.10877207233487515	0.10628249498296698	mM									
concentration		Lactate	0.11078059827269818	0.11078059827269818	0.10806286397221067	mM									
concentration		Ethanol	0.10115509209586124	0.10115509209586124	0.0990042665247721	mM									
concentration		Acetate	0.10289795043616752	0.10289795043616752	0.10044528103083544	mM									
concentration		Butanediol	0.10898987325352441	0.10898987325352441	0.10632546442490493	mM									
concentration		Glucose	0.10207183181419918	0.10207183181419918	0.09959178826432323	mM									
concentration		Acetoin_Ext	0.11133365796468395	0.11133365796468395	0.10850863365184941	mM									
concentration		Mannitol_Ext	0.1019642606996528	0.1019642606996528	0.09718988997330696	mM									
concentration		Formate	0.10947446631770408	0.10947446631770408	0.10681513165382732	mM									
chemical potential		G6P	-995.1953617000509	-995.1953617000509	146.89172538409946	kJ/mol									
chemical potential		ATP	-875.4197714346795	-875.4197714346795	340.00323353894817	kJ/mol									
chemical potential		ADP	-878.8371391390609	-878.8371391390609	340.0032335389482	kJ/mol									
chemical potential		Pint	11.578846596452468	11.578846596452468	2.903549147738765	kJ/mol									
chemical potential		F6P	-989.6074509712453	-989.6074509712453	146.88798921942904	kJ/mol									
chemical potential		FBP	-989.5428176217465	-989.5428176217465	146.91588614527925	kJ/mol									
chemical potential		G3P	-494.1918921075594	-494.1918921075594	73.4594306729587	kJ/mol									
chemical potential		BPG	-530.4770422417414	-530.4770422417414	121.93363217118535	kJ/mol									
chemical potential		PEP	-525.0243707167001	-525.0243707167001	121.86549965952528	kJ/mol									
chemical potential		NAD	-895.4924271560158	-895.4924271560158	345.0203180845869	kJ/mol									
chemical potential		NADH	-858.7644835122046	-858.7644835122046	345.0203180851703	kJ/mol									
chemical potential		PYR	-528.0735965140648	-528.0735965140648	121.85345974387613	kJ/mol									
chemical potential		AcetCoA	-1090.1753574041604	-1090.1753574041604	366.72598467554536	kJ/mol									
chemical potential		Acetoin	-1075.5596556120709	-1075.5596556120709	243.70519167197745	kJ/mol									
chemical potential		Mannitol	-959.2919128389367	-959.2919128389367	209.57337565464917	kJ/mol									
chemical potential		Mannitol1Phosphate	-954.8436567469871	-954.8436567469871	209.57187830465932	kJ/mol									
chemical potential		CoA	-664.0815533836121	-664.0815533836121	366.72598467720934	kJ/mol									
chemical potential		Pext	4.993102752882217	4.993102752882217	3.7087918586228277	kJ/mol									
chemical potential		Lactate	-502.26801258364503	-502.26801258364503	73.47901304920858	kJ/mol									
chemical potential		Ethanol	-349.37517693599057	-349.37517693599057	293.0349128078213	kJ/mol									
chemical potential		Acetate	-426.1097325772819	-426.1097325772819	274.8715419925543	kJ/mol									
chemical potential		Butanediol	-1047.1478657297648	-1047.1478657297648	163.51887754497622	kJ/mol									
chemical potential		Glucose	-1000.9110338290702	-1000.9110338290702	146.9050398703429	kJ/mol									
chemical potential		Acetoin_Ext	-1084.8804206305394	-1084.8804206305394	243.7069430055439	kJ/mol									
chemical potential		Mannitol_Ext	-959.9706102909004	-959.9706102909004	209.57652003215577	kJ/mol									
chemical potential		Formate	-111.40335599524406	-111.40335599524406	262.02106829633595	kJ/mol									
equilibrium constant	re12		0.34333152653512583	0.34333152653512583	0.2476995893297261										
equilibrium constant	re13		0.037923548725600574	0.037923548725600574	0.020883050883456673										
equilibrium constant	re14		0.0027051272075529825	0.0027051272075529825	0.0020617728461658482										
equilibrium constant	re15		0.10641998069661328	0.10641998069661328	0.07490046468184973										
equilibrium constant	re16		3.8351644471886823	3.8351644471886823	2.19708876063977										
equilibrium constant	re17		0.6283289481854388	0.6283289481854388	0.4613574774998832										
equilibrium constant	re18		86.90186758378655	86.90186758378655	63.61372731389749										
equilibrium constant	re20		0.028545207241580002	0.028545207241580002	0.0210402728434497										
equilibrium constant	re21		0.8627768527090283	0.8627768527090283	0.6367236493487517										
equilibrium constant	re22		79.76648312461847	79.76648312461847	57.297962283632145										
equilibrium constant	re23		43.736841565807126	43.736841565807126	31.710763243029827										
equilibrium constant	re24		0.27032488050598347	0.27032488050598347	0.21496284582036507										
equilibrium constant	re25		0.2557027774042508	0.2557027774042508	0.18870526559234896										
equilibrium constant	re26		2399.562457397711	2399.562457397711	1834.8062512968022										
equilibrium constant	re27		28.055840879049722	28.055840879049722	20.138849330098218										
equilibrium constant	re28		2.1978656646965105	2.1978656646965105	1.6033303035945343										
equilibrium constant	re29		5.950290355560181	5.950290355560181	4.166569821518105										
equilibrium constant	re30		0.43473278950666266	0.43473278950666266	0.3172037378054584										
equilibrium constant	re31		41.97086937044578	41.97086937044578	29.149529749405982										
equilibrium constant	re32		1.3127317569600143	1.3127317569600143	0.9129441445302607										
equilibrium constant	re33		0.009888376169475587	0.009888376169475587	0.005536036696412317										
substrate catalytic rate constant	re12		7.5322044714122205	7.5322044714122205	3.812229860939768	1/s									
substrate catalytic rate constant	re13		33.793367497253996	33.793367497253996	16.024971185050525	1/s									
substrate catalytic rate constant	re14		170.95003392771937	170.95003392771937	89.45773475736162	1/s									
substrate catalytic rate constant	re15		16.30019713392126	16.30019713392126	8.128552570202732	1/s									
substrate catalytic rate constant	re16		1.436250854868111	1.436250854868111	0.6950042251279887	1/s									
substrate catalytic rate constant	re17		4.901619064740089	4.901619064740089	2.5079244915279166	1/s									
substrate catalytic rate constant	re18		0.21167472357112263	0.21167472357112263	0.10807506839314085	1/s									
substrate catalytic rate constant	re20		38.667608521946974	38.667608521946974	19.831868906259604	1/s									
substrate catalytic rate constant	re21		4.145609545330956	4.145609545330956	2.1276370498647785	1/s									
substrate catalytic rate constant	re22		0.21721194219961576	0.21721194219961576	0.10962697233169467	1/s									
substrate catalytic rate constant	re23		0.32105278033154033	0.32105278033154033	0.16299271638552382	1/s									
substrate catalytic rate constant	re24		8.599378040343735	8.599378040343735	4.6168198733610515	1/s									
substrate catalytic rate constant	re25		8.811772701549923	8.811772701549923	4.521878603738173	1/s									
substrate catalytic rate constant	re26		0.024287999857694625	0.024287999857694625	0.012741269019009285	1/s									
substrate catalytic rate constant	re27		0.42646465680689133	0.42646465680689133	0.21516120080691245	1/s									
substrate catalytic rate constant	re28		2.2627843270646792	2.2627843270646792	1.1530665159048625	1/s									
substrate catalytic rate constant	re29		1.16248439273146	1.16248439273146	0.5779006191900373	1/s									
substrate catalytic rate constant	re30		6.395161059485515	6.395161059485515	3.259441524367358	1/s									
substrate catalytic rate constant	re31		0.3255500779623631	0.3255500779623631	0.1610231337100506	1/s									
substrate catalytic rate constant	re32		3.1252231288971712	3.1252231288971712	1.5471166228547417	1/s									
substrate catalytic rate constant	re33		67.4318913125164	67.4318913125164	32.25449800431077	1/s									
product catalytic rate constant	re12		0.7013792789399705	0.7013792789399705	0.43612453052853	1/s									
product catalytic rate constant	re13		0.07876322589399296	0.07876322589399296	0.043779745526171254	1/s									
product catalytic rate constant	re14		0.007426073563257199	0.007426073563257199	0.00488307601688034	1/s									
product catalytic rate constant	re15		0.22780727666651907	0.22780727666651907	0.13813673699913692	1/s									
product catalytic rate constant	re16		7.840076709433613	7.840076709433613	4.514592593682178	1/s									
product catalytic rate constant	re17		1.3114318788701305	1.3114318788701305	0.8305205832870772	1/s									
product catalytic rate constant	re18		127.54011347056363	127.54011347056363	80.48370137584428	1/s									
product catalytic rate constant	re20		0.06472679328758318	0.06472679328758318	0.04115637499758224	1/s									
product catalytic rate constant	re21		1.6738694291945306	1.6738694291945306	1.0655303271597645	1/s									
product catalytic rate constant	re22		122.83170168835001	122.83170168835001	76.01516202906019	1/s									
product catalytic rate constant	re23		69.52177740162298	69.52177740162298	43.45415623499091	1/s									
product catalytic rate constant	re24		0.5782662279053947	0.5782662279053947	0.3966932526258921	1/s									
product catalytic rate constant	re25		0.5580747748695988	0.5580747748695988	0.3551786352128416	1/s									
product catalytic rate constant	re26		2987.711464495185	2987.711464495185	1972.668027109875	1/s									
product catalytic rate constant	re27		45.97285148738354	45.97285148738354	28.433653941840976	1/s									
product catalytic rate constant	re28		4.043440891725163	4.043440891725163	2.543255914250937	1/s									
product catalytic rate constant	re29		10.668596220861707	10.668596220861707	6.434882539514488	1/s									
product catalytic rate constant	re30		0.8901859561144031	0.8901859561144031	0.5600866386416529	1/s									
product catalytic rate constant	re31		68.12718898966901	68.12718898966901	40.73831310119902	1/s									
product catalytic rate constant	re32		2.526202092719302	2.526202092719302	1.5128162294106136	1/s									
product catalytic rate constant	re33		0.028791702952713757	0.028791702952713757	0.01624822505597001	1/s									
forward maximal velocity	re12		8.23545221593044	8.23545221593044	4.854447461115758	mM/s									
forward maximal velocity	re13		23.028600749368316	23.028600749368316	13.238286715257006	mM/s									
forward maximal velocity	re14		69.9129040720284	69.9129040720284	41.76446580566554	mM/s									
forward maximal velocity	re15		13.975241658672875	13.975241658672875	8.190004605893279	mM/s									
forward maximal velocity	re16		2.646513305494996	2.646513305494996	1.5330633031858873	mM/s									
forward maximal velocity	re17		6.135812226967853	6.135812226967853	3.6324164371205843	mM/s									
forward maximal velocity	re18		0.7128961995883809	0.7128961995883809	0.42168135303206866	mM/s									
forward maximal velocity	re20		25.25532100756486	25.25532100756486	14.965513465398892	mM/s									
forward maximal velocity	re21		5.4706009941768174	5.4706009941768174	3.2425795226349248	mM/s									
forward maximal velocity	re22		0.7256191719289818	0.7256191719289818	0.42724648227311385	mM/s									
forward maximal velocity	re23		0.9483181155218418	0.9483181155218418	0.5596728149927286	mM/s									
forward maximal velocity	re24		9.017947316530286	9.017947316530286	5.443863968475135	mM/s									
forward maximal velocity	re25		9.169939741959023	9.169939741959023	5.435014491060795	mM/s									
forward maximal velocity	re26		0.16177238642062086	0.16177238642062086	0.09673613213402349	mM/s									
forward maximal velocity	re27		1.1519225226135685	1.1519225226135685	0.6781609906903528	mM/s									
forward maximal velocity	re28		3.613338169438858	3.613338169438858	2.1356536912396367	mM/s									
forward maximal velocity	re29		2.289593513067596	2.289593513067596	1.3401553086227023	mM/s									
forward maximal velocity	re30		7.362099159954859	7.362099159954859	4.351668976361836	mM/s									
forward maximal velocity	re31		0.9573981628561058	0.9573981628561058	0.559288684069342	mM/s									
forward maximal velocity	re32		4.507921238425006	4.507921238425006	2.6342920655124265	mM/s									
forward maximal velocity	re33		36.96587233066847	36.96587233066847	21.31958311222872	mM/s									
reaction affinity	re12		-1.6838636649024465	-1.6838636649024465	3.372678805657743	kJ/mol									
reaction affinity	re13		-1.603944234879009	-1.603944234879009	2.7218896479369845	kJ/mol									
reaction affinity	re14		-7.206902095022542	-7.206902095022542	4.104226232446475	kJ/mol									
reaction affinity	re15		-5.08636739991266	-5.08636739991266	2.6619328115391245	kJ/mol									
reaction affinity	re16		2.9057568938002305	2.9057568938002305	3.1954998002461465	kJ/mol									
reaction affinity	re17		4.453418629382327	4.453418629382327	3.7688016905447923	kJ/mol									
reaction affinity	re18		5.145471837577475	5.145471837577475	3.556582777885393	kJ/mol									
reaction affinity	re20		-8.318008392957381	-8.318008392957381	3.3519088809500226	kJ/mol									
reaction affinity	re21		0.6244078485983664	0.6244078485983664	3.2675194939689405	kJ/mol									
reaction affinity	re22		8.624068116956096	8.624068116956096	3.234379009234189	kJ/mol									
reaction affinity	re23		7.718867412011491	7.718867412011491	3.3753761307258676	kJ/mol									
reaction affinity	re24		1.0718995838747105	1.0718995838747105	4.811039988182417	kJ/mol									
reaction affinity	re25		2.4808472802033066	2.4808472802033066	3.628024103823314	kJ/mol									
reaction affinity	re26		11.354451435357078	11.354451435357078	3.6653028279207294	kJ/mol									
reaction affinity	re27		7.146290681239407	7.146290681239407	3.2855634046465427	kJ/mol									
reaction affinity	re28		0.874687913543994	0.874687913543994	3.2627918387291035	kJ/mol									
reaction affinity	re29		4.218180632348208	4.218180632348208	2.670003732228841	kJ/mol									
reaction affinity	re30		-0.8698835565271565	-0.8698835565271565	3.3559494790037214	kJ/mol									
reaction affinity	re31		8.91364338779158	8.91364338779158	2.681424671959163	kJ/mol									
reaction affinity	re32		0.7348427907620589	0.7348427907620589	2.679820520643299	kJ/mol									
reaction affinity	re33		-4.509701128679353	-4.509701128679353	2.9116124175149043	kJ/mol									
standard chemical potential		G6P	-1000.8359904426036	-1000.8359904426036	146.9000827772029	kJ/mol									
standard chemical potential		ATP	-881.1421784554036	-881.1421784554036	340.00481133575283	kJ/mol									
standard chemical potential		ADP	-884.6009104733886	-884.6009104733886	340.0048113357529	kJ/mol									
standard chemical potential		Pint	5.062676252863975	5.062676252863975	3.292698494226209	kJ/mol									
standard chemical potential		F6P	-995.7496230426909	-995.7496230426909	146.8958684608165	kJ/mol									
standard chemical potential		FBP	-995.1966479185064	-995.1966479185064	146.92402196486847	kJ/mol									
standard chemical potential		G3P	-499.82503327394437	-499.82503327394437	73.47608914822895	kJ/mol									
standard chemical potential		BPG	-535.8199628370082	-535.8199628370082	121.94406552279229	kJ/mol									
standard chemical potential		PEP	-530.9606864620358	-530.9606864620358	121.8753584060102	kJ/mol									
standard chemical potential		NAD	-900.8276115007976	-900.8276115007976	345.02169127133226	kJ/mol									
standard chemical potential		NADH	-864.9154775224472	-864.9154775224472	345.0216912719156	kJ/mol									
standard chemical potential		PYR	-535.0438263286189	-535.0438263286189	121.86209581127238	kJ/mol									
standard chemical potential		AcetCoA	-1095.7925485029973	-1095.7925485029973	366.7273512480532	kJ/mol									
standard chemical potential		Acetoin	-1081.4421040925952	-1081.4421040925952	243.70911713065897	kJ/mol									
standard chemical potential		Mannitol	-964.930357610233	-964.930357610233	209.57856023859964	kJ/mol									
standard chemical potential		Mannitol1Phosphate	-960.7121769778848	-960.7121769778848	209.57689737508434	kJ/mol									
standard chemical potential		CoA	-669.950540639828	-669.950540639828	366.7273512497171	kJ/mol									
standard chemical potential		Pext	-0.5402816072794954	-0.5402816072794954	4.069899155223222	kJ/mol									
standard chemical potential		Lactate	-507.7557604672248	-507.7557604672248	73.49762793007545	kJ/mol									
standard chemical potential		Ethanol	-355.0896394903433	-355.0896394903433	293.03788819197274	kJ/mol									
standard chemical potential		Acetate	-431.7815871613575	-431.7815871613575	274.87493137148516	kJ/mol									
standard chemical potential		Butanediol	-1052.6762607954843	-1052.6762607954843	163.52643018185532	kJ/mol									
standard chemical potential		Glucose	-1006.6029939740891	-1006.6029939740891	146.91366770625513	kJ/mol									
standard chemical potential		Acetoin_Ext	-1090.3557474803865	-1090.3557474803865	243.71116774314268	kJ/mol									
standard chemical potential		Mannitol_Ext	-965.6652004009951	-965.6652004009951	209.58171350220806	kJ/mol									
standard chemical potential		Formate	-116.92068587746111	-116.92068587746111	262.0247851528256	kJ/mol									
